"Time","by-dependencies"
2024-01-20 02:06:30,2190561280
2024-01-20 02:07:00,2681913344
2024-01-20 02:07:30,2999357440
2024-01-20 02:08:00,3859369984
2024-01-20 02:08:30,4354646016
2024-01-20 02:09:00,4731719680
2024-01-20 02:09:30,5028196352
2024-01-20 02:10:00,5386387456
2024-01-20 02:10:30,5561176064
2024-01-20 02:11:00,6219411456
2024-01-20 02:11:30,6606114816
2024-01-20 02:12:00,6801113088
2024-01-20 02:12:30,6983581696
2024-01-20 02:13:00,7081533440
2024-01-20 02:13:30,7132512256
2024-01-20 02:14:00,7282282496
2024-01-20 02:14:30,7321845760
2024-01-20 02:15:00,7333437440
2024-01-20 02:15:30,7443513344
2024-01-20 02:16:00,7608528896
2024-01-20 02:16:30,7894470656